Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"com.google.gson.OverrideCoreTypeAdaptersTest.testOverridePrimitiveBooleanAdapter()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,3,8,0,,,,6,1,0,6,7,2,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.OverrideCoreTypeAdaptersTest.testOverrideStringAdapter()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,7,,,3,5,0,,,,6,1,0,3,4,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.OverrideCoreTypeAdaptersTest.testOverrideWrapperBooleanAdapter()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,0,,,,10,,,3,8,0,,,,6,1,0,6,7,2,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"com.google.gson.ParameterizedTypeFixtures",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,150,,,,11,,,,122,,,42,69,17,,,,,,,51,80,33,,,47,,,,,,,,0,0,0,0,,1,0,,0,0,0.14,0,0,0,0
Public Static Generic Class,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedType",3,3,3,3,9,0,9,0,1,1,1,0,,0,0,,,,6,1,,,,6,6,0,1,0,5,,68,,,,4,,,,63,,,16,38,1,,,,,,,24,40,13,,,27,,,,,,,,8,8,8,8,,1,2,,16,16,0.02,20,20,20,19
Public Constructor,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedType.MyParameterizedType(T)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
TypeVariable,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedType.T",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Public Method,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedType.equals(Object)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,0,,,,20,,,2,13,0,,,,3,7,1,7,14,2,,,12,,,7,7,7,7,8,,,,,8,,2,8,,,0.00,7,7,7,7
Public Method,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedType.getExpectedJson()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,0,,,,4,,,2,2,0,,,,3,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedType.getExpectedJson(Object)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,25,,,,0,,,,24,,,4,20,1,,,,8,8,1,11,15,4,,,11,,,8,8,8,8,17,,,,,17,,2,17,,,0.04,8,8,8,8
Public Method,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedType.getValue()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedType.hashCode()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,2,2,2,1,0,,,,,0,,0,0,,,0.00,2,2,2,1
Public Static Generic Class,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedTypeAdapter",2,2,3,1,14,0,14,0,2,9,9,0,,1,0,,,,2,0,,,,3,3,0,0,0,3,,51,,,,4,,,,47,,,20,29,0,,,,,,,24,33,15,,,18,,,,,,,,4,4,4,1,,1,1,,0,0,0.00,8,8,9,3
TypeVariable,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedTypeAdapter.T",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Public Method,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedTypeAdapter.deserialize(JsonElement,Type,JsonDeserializationContext)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,22,,,,2,,,,20,,,8,14,0,,,,12,6,1,11,15,7,,,8,,,4,4,4,1,2,,,,,0,,1,0,,,0.00,4,4,4,1
Public Static Generic Method,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedTypeAdapter.getExpectedJson(MyParameterizedType<T>)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,,,,0,,,,15,,,4,11,0,,,,8,4,1,9,12,4,,,8,,,3,3,4,1,0,,,,,0,,1,0,,,0.00,3,3,4,1
TypeVariable,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedTypeAdapter.getExpectedJson.T",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Public Method,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedTypeAdapter.serialize(MyParameterizedType<T>,Type,JsonSerializationContext)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,7,,,4,4,0,,,,6,1,0,4,5,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Static Generic Class,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedTypeInstanceCreator",1,1,1,1,7,0,3,4,2,1,1,0,,0,0,,,,2,1,,,,2,2,0,0,0,2,,18,,,,0,,,,10,,,5,2,8,,,,,,,3,6,4,,,2,,,,,,,,1,1,1,1,,1,0,,0,0,0.80,2,2,2,2
Public Constructor,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedTypeInstanceCreator.MyParameterizedTypeInstanceCreator(T)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,0,,,,3,,,1,1,8,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
TypeVariable,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedTypeInstanceCreator.T",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Public Method,"com.google.gson.ParameterizedTypeFixtures.MyParameterizedTypeInstanceCreator.createInstance(Type)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"com.google.gson.ParameterizedTypeTest",1,1,1,1,5,0,5,0,1,2,2,0,,0,0,,,,3,1,,,,3,3,0,0,1,2,,30,,,,3,,,,21,,,8,11,6,,,,,,,12,16,7,,,9,,,,,,,,1,1,1,1,,2,0,,0,0,0.29,3,3,3,3
Protected Method,"com.google.gson.ParameterizedTypeTest.setUp()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,2,0,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.ParameterizedTypeTest.testNotEquals()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,2,3,0,,,,3,1,0,3,4,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Anonymous Class,"com.google.gson.ParameterizedTypeTest.testNotEquals.(Anon_2)",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,20,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,2,0,,0,0,0.00,0,0,0,0
Public Method,"com.google.gson.ParameterizedTypeTest.testOurTypeFunctionality()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,8,,,2,6,0,,,,7,1,0,6,7,2,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Anonymous Class,"com.google.gson.ParameterizedTypeTest.testOurTypeFunctionality.(Anon_1)",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,20,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,2,0,,0,0,0.00,0,0,0,0
Class,"com.google.gson.PrimitiveTypeAdapter",12,12,12,12,40,1,37,2,1,2,2,0,,0,0,,,,1,0,,,,1,1,0,0,0,1,,50,,,,2,,,,40,,,7,30,8,,,,,,,16,24,6,,,18,,,,,,,,12,12,12,12,,1,3,,0,0,0.20,12,12,12,12
Public Generic Method,"com.google.gson.PrimitiveTypeAdapter.adaptType(Object,Class<T>)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,40,,,,1,,,,37,,,5,30,2,,,,13,16,1,16,23,5,,,18,,,12,12,12,12,24,,,,,24,,3,24,,,0.05,12,12,12,12
TypeVariable,"com.google.gson.PrimitiveTypeAdapter.adaptType.T",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Public Abstract Generic Class,"com.google.gson.TypeAdapter",1,1,1,1,21,0,7,13,1,6,6,76,,0,0,,,,9,0,,,,9,9,0,0,0,9,,239,,,,9,,,,59,,,15,34,172,,,,,,,24,39,17,,,22,,,,,,,,2,2,2,1,,1,1,,0,0,2.92,10,10,10,7
TypeVariable,"com.google.gson.TypeAdapter.T",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Public Method,"com.google.gson.TypeAdapter.fromJson(Reader)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,0,,,,4,,,2,2,9,,,,3,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.25,1,1,1,1
Public Method,"com.google.gson.TypeAdapter.fromJson(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,,,,0,,,,3,,,1,1,9,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.00,1,1,1,1
Public Method,"com.google.gson.TypeAdapter.fromJsonTree(JsonElement)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,0,,,,8,,,2,5,6,,,,3,2,0,3,5,2,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.75,2,2,2,1
Public Method,"com.google.gson.TypeAdapter.nullSafe()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,58,,,,0,,,,18,,,1,12,40,,,,1,1,0,6,11,3,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,2.22,1,1,1,1
Anonymous Class,"com.google.gson.TypeAdapter.nullSafe.(Anon_1)",2,2,2,1,7,0,7,0,1,3,3,0,,0,0,,,,2,0,,,,2,11,0,0,0,2,,15,,,,0,,,,15,,,0,11,0,,,,,,,5,9,2,,,7,,,,,,,,2,2,2,1,,2,1,,0,0,0.00,4,4,4,2
Public Method,"com.google.gson.TypeAdapter.nullSafe.(Anon_1).read(JsonReader)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,7,,,0,5,0,,,,4,2,0,3,5,1,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"com.google.gson.TypeAdapter.nullSafe.(Anon_1).write(JsonWriter,T)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,7,,,0,5,0,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Abstract Method,"com.google.gson.TypeAdapter.read(JsonReader)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,7,,,,0,,,,1,,,1,0,6,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
Public Method,"com.google.gson.TypeAdapter.toJson(T)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,19,,,,0,,,,9,,,2,6,11,,,,3,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,1.22,2,2,2,1
Public Method,"com.google.gson.TypeAdapter.toJson(Writer,T)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,0,,,,4,,,2,2,11,,,,2,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.75,1,1,1,1
Public Method,"com.google.gson.TypeAdapter.toJsonTree(T)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,,,,0,,,,9,,,2,6,7,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,0.78,2,2,2,1
Public Abstract Method,"com.google.gson.TypeAdapter.write(JsonWriter,T)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,7,,,,0,,,,1,,,1,0,6,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
Public Interface,"com.google.gson.TypeAdapterFactory",0,0,0,0,0,0,0,0,0,3,3,25,,0,0,,,,1,0,,,,1,1,1,0,0,0,,8,,,,1,,,,3,,,2,0,4,,,,,,,1,2,2,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,1.33,0,0,0,0
Abstract Generic Method,"com.google.gson.TypeAdapterFactory.create(Gson,TypeToken<T>)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,1,,,1,0,4,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,4.00,0,0,0,0
TypeVariable,"com.google.gson.TypeAdapterFactory.create.T",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Public Class,"com.google.gson.VersionExclusionStrategyTest",1,1,1,1,5,0,5,0,1,3,3,0,,0,1,,,,3,0,,,,3,3,0,0,0,3,,33,,,,5,,,,23,,,12,11,5,,,,,,,11,16,10,,,6,,,,,,,,1,1,1,1,,2,0,,0,0,0.22,3,3,3,3
Private Static Class,"com.google.gson.VersionExclusionStrategyTest.MockObject",0,0,0,0,0,0,0,0,1,2,2,0,,0,0,,,,0,1,,,,0,0,0,0,0,0,,5,,,,1,,,,4,,,3,1,0,,,,,,,1,2,2,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Public Method,"com.google.gson.VersionExclusionStrategyTest.testClassAndFieldAreAheadInVersion()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,2,3,0,,,,5,1,0,3,4,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.VersionExclusionStrategyTest.testClassAndFieldAreAtSameVersion()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,2,3,0,,,,5,1,0,3,4,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.VersionExclusionStrategyTest.testClassAndFieldAreBehindInVersion()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,2,3,0,,,,5,1,0,3,4,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Package,"com.google.gson.annotations",0,0,0,0,0,0,0,0,,,,,5,0,0,,6,,8,0,,,,8,,6,0,0,2,,415,,,,22,,,,66,,,61,0,327,,,,,,,42,47,47,,,0,,,,,,,,0,0,0,0,,,0,,,,4.95,0,0,0,0
Public Annotation,"com.google.gson.annotations.Expose",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,2,0,,,,2,2,0,0,0,2,,18,,,,2,,,,4,,,3,0,12,,,,,,,2,3,3,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,3.00,0,0,0,0
Public Abstract Method,"com.google.gson.annotations.Expose.deserialize()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,1,,,1,0,6,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
Public Abstract Method,"com.google.gson.annotations.Expose.serialize()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,1,,,1,0,6,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
Public Annotation,"com.google.gson.annotations.JsonAdapter",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,2,0,,,,2,2,2,0,0,0,,9,,,,3,,,,4,,,3,0,2,,,,,,,2,3,3,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,0.50,0,0,0,0
Abstract Method,"com.google.gson.annotations.JsonAdapter.nullSafe()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,0,,,,1,,,1,0,1,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,1.00,0,0,0,0
Abstract Method,"com.google.gson.annotations.JsonAdapter.value()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,0,,,,1,,,1,0,1,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,1.00,0,0,0,0
Public Annotation,"com.google.gson.annotations.SerializedName",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,2,0,,,,2,2,2,0,0,0,,11,,,,1,,,,4,,,3,0,6,,,,,,,2,3,3,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,1.50,0,0,0,0
Abstract Method,"com.google.gson.annotations.SerializedName.alternate()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,1,,,1,0,3,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,3.00,0,0,0,0
Abstract Method,"com.google.gson.annotations.SerializedName.value()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,1,,,1,0,3,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,3.00,0,0,0,0
Public Annotation,"com.google.gson.annotations.Since",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,1,0,,,,1,1,1,0,0,0,,7,,,,0,,,,3,,,2,0,4,,,,,,,1,2,2,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,1.33,0,0,0,0
Abstract Method,"com.google.gson.annotations.Since.value()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,1,,,1,0,4,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,4.00,0,0,0,0
Public Annotation,"com.google.gson.annotations.Until",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,1,0,,,,1,1,1,0,0,0,,8,,,,1,,,,3,,,2,0,4,,,,,,,1,2,2,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,1.33,0,0,0,0
Abstract Method,"com.google.gson.annotations.Until.value()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,1,,,1,0,4,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,4.00,0,0,0,0
Package,"com.google.gson.common",1,1,1,1,5,0,5,0,,,,,23,2,12,,2,,46,28,,,,48,,0,0,0,48,,473,,,,63,,,,362,,,151,156,48,,,,,,,176,270,143,,,127,,,,,,,,10,10,10,10,,,2,,,,0.13,70,70,71,59
Public Class,"com.google.gson.common.MoreAsserts",2,2,2,2,10,0,7,2,1,0,0,0,,2,0,,,,0,0,,,,2,2,0,0,0,2,,30,,,,2,,,,17,,,3,9,11,,,,,,,7,13,4,,,9,,,,,,,,3,3,3,3,,1,2,,0,0,0.65,4,4,4,4
Public Static Generic Method,"com.google.gson.common.MoreAsserts.assertContains(Collection<T>,T)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,,,,0,,,,8,,,1,4,5,,,,2,3,0,2,6,2,,,4,,,3,3,3,3,3,,,,,3,,2,3,,,0.63,3,3,3,3
TypeVariable,"com.google.gson.common.MoreAsserts.assertContains.T",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Public Static Method,"com.google.gson.common.MoreAsserts.assertEqualsAndHashCode(Object,Object)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7,,,,0,,,,7,,,1,5,0,,,,5,1,0,5,6,1,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"com.google.gson.common.TestTypes",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,390,,,,53,,,,330,,,133,147,7,,,,,,,154,242,124,,,118,,,,,,,,0,0,0,0,,1,0,,0,0,0.02,0,0,0,0
Public Static Class,"com.google.gson.common.TestTypes.ArrayOfObjects",2,2,2,1,10,0,10,0,1,1,1,0,,0,0,,,,2,1,,,,2,2,0,0,0,2,,23,,,,0,,,,23,,,6,13,0,,,,,,,12,19,8,,,11,,,,,,,,3,3,3,1,,1,2,,0,0,0.00,5,5,5,2
Public Constructor,"com.google.gson.common.TestTypes.ArrayOfObjects.ArrayOfObjects()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,0,,,,6,,,1,3,0,,,,3,2,0,4,6,2,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"com.google.gson.common.TestTypes.ArrayOfObjects.getExpectedJson()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,,,,0,,,,14,,,3,10,0,,,,4,3,0,7,11,4,,,7,,,3,3,3,1,1,,,,,0,,2,0,,,0.00,3,3,3,1
Public Static Class,"com.google.gson.common.TestTypes.BagOfPrimitiveWrappers",1,1,1,1,7,0,7,0,1,0,0,0,,0,0,,,,2,3,,,,2,2,0,0,0,2,,21,,,,2,,,,19,,,7,10,0,,,,,,,13,16,7,,,9,,,,,,,,1,1,1,1,,1,0,,0,0,0.00,2,2,2,2
Public Constructor,"com.google.gson.common.TestTypes.BagOfPrimitiveWrappers.BagOfPrimitiveWrappers(Long,Integer,Boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,0,,,,5,,,1,3,0,,,,4,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.common.TestTypes.BagOfPrimitiveWrappers.getExpectedJson()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,0,,,,9,,,2,7,0,,,,3,1,0,7,8,2,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Static Class,"com.google.gson.common.TestTypes.BagOfPrimitives",2,2,2,2,8,0,8,0,1,0,0,1,,0,1,,,,7,4,,,,7,7,0,0,0,7,,73,,,,7,,,,66,,,20,43,0,,,,,,,37,54,17,,,37,,,,,,,,10,10,10,10,,1,2,,25,10,0.00,18,18,18,16
Public Constructor,"com.google.gson.common.TestTypes.BagOfPrimitives.BagOfPrimitives()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Constructor,"com.google.gson.common.TestTypes.BagOfPrimitives.BagOfPrimitives(long,int,boolean,String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,6,,,,0,,,,6,,,1,4,0,,,,5,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.common.TestTypes.BagOfPrimitives.equals(Object)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,21,,,,0,,,,21,,,2,19,0,,,,3,10,1,10,20,2,,,18,,,10,10,10,10,11,,,,,11,,2,11,,,0.00,10,10,10,10
Public Method,"com.google.gson.common.TestTypes.BagOfPrimitives.getExpectedJson()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10,,,,0,,,,10,,,2,8,0,,,,3,1,0,8,9,2,,,7,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.common.TestTypes.BagOfPrimitives.getIntValue()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.common.TestTypes.BagOfPrimitives.hashCode()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,0,,,,9,,,3,7,0,,,,2,1,0,7,8,3,,,5,,,3,3,3,1,0,,,,,0,,0,0,,,0.00,3,3,3,1
Public Method,"com.google.gson.common.TestTypes.BagOfPrimitives.toString()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,0,,,,4,,,1,2,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
