Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"com.google.gson.functional.PrimitiveTest.testQuotedStringSerializationAndDeserialization()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,1,,,,7,,,4,5,0,,,,3,1,0,5,6,4,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.PrimitiveTest.testReallyLongValuesDeserialization()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,3,3,0,,,,2,1,0,3,4,3,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.PrimitiveTest.testReallyLongValuesSerialization()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,2,2,0,,,,2,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.PrimitiveTest.testShortSerialization()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,2,0,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.PrimitiveTest.testSmallValueForBigDecimalDeserialization()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,5,,,3,3,0,,,,2,1,0,3,4,3,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.PrimitiveTest.testSmallValueForBigDecimalSerialization()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,3,3,0,,,,3,1,0,3,4,3,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.PrimitiveTest.testSmallValueForBigIntegerDeserialization()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,5,,,3,3,0,,,,2,1,0,3,4,3,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.PrimitiveTest.testSmallValueForBigIntegerSerialization()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,3,3,0,,,,3,1,0,3,4,3,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.PrimitiveTest.testStringsAsBooleans()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,2,3,0,,,,4,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Anonymous Class,"com.google.gson.functional.PrimitiveTest.testStringsAsBooleans.(Anon_1)",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,20,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,2,0,,0,0,0.00,0,0,0,0
Public Method,"com.google.gson.functional.PrimitiveTest.testUnquotedStringDeserializationFails()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,1,,,,8,,,2,6,0,,,,3,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"com.google.gson.functional.PrimitiveTest.testValueVeryCloseToZeroIsZero()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,0,,,,10,,,1,8,0,,,,2,1,0,8,9,1,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"com.google.gson.functional.PrintFormattingTest",1,1,1,1,7,0,7,0,1,7,7,0,,1,0,,,,4,1,,,,5,5,0,1,1,3,,53,,,,7,,,,40,,,15,24,6,,,,,,,24,32,14,,,18,,,,,,,,2,2,2,1,,2,1,,19,19,0.15,6,6,6,5
Private Static Method,"com.google.gson.functional.PrintFormattingTest.assertContainsNoWhiteSpace(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,5,,,1,2,0,,,,3,2,0,1,4,2,,,2,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Protected Method,"com.google.gson.functional.PrintFormattingTest.setUp()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,1,2,0,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.PrintFormattingTest.testCompactFormattingLeavesNoWhiteSpace()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,1,,,,9,,,3,7,0,,,,7,1,0,7,8,3,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.PrintFormattingTest.testJsonObjectWithNullValues()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,8,,,3,6,0,,,,5,1,0,6,7,3,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.PrintFormattingTest.testJsonObjectWithNullValuesSerialized()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,0,,,,9,,,3,7,0,,,,8,1,0,7,8,3,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"com.google.gson.functional.RawSerializationTest",1,1,1,1,7,0,6,1,1,4,4,0,,0,0,,,,6,1,,,,6,6,0,0,1,5,,76,,,,9,,,,56,,,30,28,11,,,,,,,31,42,27,,,15,,,,,,,,1,1,1,1,,2,0,,0,0,0.20,6,6,6,6
Private Static Generic Class,"com.google.gson.functional.RawSerializationTest.Bar",1,1,1,1,3,0,3,0,1,0,0,0,,0,0,,,,1,1,,,,1,1,1,0,0,0,,7,,,,0,,,,7,,,4,1,0,,,,,,,2,4,3,,,1,,,,,,,,1,1,1,1,,1,0,,0,0,0.00,1,1,1,1
Constructor,"com.google.gson.functional.RawSerializationTest.Bar.Bar(T)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
TypeVariable,"com.google.gson.functional.RawSerializationTest.Bar.T",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Private Static Class,"com.google.gson.functional.RawSerializationTest.Foo",1,1,1,1,3,0,3,0,1,0,0,0,,0,0,,,,1,1,,,,1,1,1,0,0,0,,7,,,,0,,,,7,,,4,1,0,,,,,,,2,4,3,,,1,,,,,,,,1,1,1,1,,1,0,,0,0,0.00,1,1,1,1
Constructor,"com.google.gson.functional.RawSerializationTest.Foo.Foo(int)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"com.google.gson.functional.RawSerializationTest.setUp()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,1,2,0,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.RawSerializationTest.testCollectionOfObjects()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,3,3,0,,,,4,1,0,3,4,3,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.RawSerializationTest.testCollectionOfPrimitives()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,3,3,0,,,,3,1,0,3,4,3,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.RawSerializationTest.testParameterizedObject()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,0,,,,8,,,4,6,2,,,,6,1,0,6,7,4,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.25,1,1,1,1
Anonymous Class,"com.google.gson.functional.RawSerializationTest.testParameterizedObject.(Anon_1)",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,20,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,2,0,,0,0,0.00,0,0,0,0
Public Method,"com.google.gson.functional.RawSerializationTest.testThreeLevelParameterizedObject()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,0,,,,8,,,4,6,2,,,,6,1,0,6,7,4,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.25,1,1,1,1
Anonymous Class,"com.google.gson.functional.RawSerializationTest.testThreeLevelParameterizedObject.(Anon_3)",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,20,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,2,0,,0,0,0.00,0,0,0,0
Public Method,"com.google.gson.functional.RawSerializationTest.testTwoLevelParameterizedObject()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,0,,,,8,,,4,6,2,,,,6,1,0,6,7,4,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.25,1,1,1,1
Anonymous Class,"com.google.gson.functional.RawSerializationTest.testTwoLevelParameterizedObject.(Anon_2)",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,20,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,2,0,,0,0,0.00,0,0,0,0
Public Class,"com.google.gson.functional.ReadersWritersTest",1,1,1,1,7,0,7,0,1,6,6,0,,0,0,,,,11,1,,,,11,11,0,0,1,10,,100,,,,11,,,,83,,,41,55,6,,,,,,,52,66,40,,,26,,,,,,,,2,2,2,1,,2,1,,36,36,0.07,13,13,13,11
Protected Method,"com.google.gson.functional.ReadersWritersTest.setUp()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,1,2,0,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.ReadersWritersTest.testReadWriteTwoObjects()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,0,,,,15,,,9,13,0,,,,10,1,0,13,14,9,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.ReadersWritersTest.testReadWriteTwoStrings()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,0,,,,12,,,7,10,0,,,,7,1,0,10,11,7,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.ReadersWritersTest.testReaderForDeserialization()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,0,,,,6,,,4,4,0,,,,4,1,0,4,5,4,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.ReadersWritersTest.testTopLevelNullObjectDeserializationWithReader()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,5,,,3,3,0,,,,2,1,0,3,4,3,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.ReadersWritersTest.testTopLevelNullObjectDeserializationWithReaderAndSerializeNulls()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,0,,,,6,,,4,4,0,,,,5,1,0,4,5,4,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.ReadersWritersTest.testTopLevelNullObjectSerializationWithWriter()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,2,3,0,,,,3,1,0,3,4,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.ReadersWritersTest.testTopLevelNullObjectSerializationWithWriterAndSerializeNulls()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,,,,0,,,,6,,,3,4,0,,,,6,1,0,4,5,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.ReadersWritersTest.testTypeMismatchThrowsJsonSyntaxExceptionForReaders()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,7,,,1,4,0,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Anonymous Class,"com.google.gson.functional.ReadersWritersTest.testTypeMismatchThrowsJsonSyntaxExceptionForReaders.(Anon_2)",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,20,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,2,0,,0,0,0.00,0,0,0,0
Public Method,"com.google.gson.functional.ReadersWritersTest.testTypeMismatchThrowsJsonSyntaxExceptionForStrings()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,7,,,1,4,0,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Anonymous Class,"com.google.gson.functional.ReadersWritersTest.testTypeMismatchThrowsJsonSyntaxExceptionForStrings.(Anon_1)",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,20,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,2,0,,0,0,0.00,0,0,0,0
Public Method,"com.google.gson.functional.ReadersWritersTest.testWriterForSerialization()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,0,,,,6,,,3,4,0,,,,5,1,0,4,5,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest",1,1,1,1,16,1,11,4,1,7,7,0,,0,0,,,,1,1,,,,1,1,0,0,0,1,,169,,,,17,,,,122,,,46,69,32,,,,,,,60,92,44,,,48,,,,,,,,1,1,1,1,,2,0,,0,0,0.26,1,1,1,1
Private Static Class,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.Circle",1,1,1,1,1,0,1,0,1,1,1,0,,0,0,,,,1,1,,,,1,2,1,0,0,0,,4,,,,0,,,,4,,,3,1,0,,,,,,,3,5,3,,,2,,,,,,,,1,1,1,1,,2,0,,0,0,0.00,1,1,1,1
Constructor,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.Circle.Circle(int)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,0,,,,1,,,1,1,0,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Static Generic Class,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.RuntimeTypeAdapterFactory",1,1,2,1,17,0,13,4,2,3,3,1,,2,0,,,,4,4,,,,6,6,0,0,1,5,,116,,,,9,,,,85,,,27,53,24,,,,,,,39,60,27,,,33,,,,,,,,3,3,5,1,,1,1,,75,50,0.28,11,11,14,6
Protected Constructor,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.RuntimeTypeAdapterFactory.RuntimeTypeAdapterFactory(Class<?>,String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,,,,0,,,,7,,,1,4,0,,,,3,2,0,3,5,1,,,4,,,2,2,3,1,0,,,,,0,,1,0,,,0.00,2,2,3,1
TypeVariable,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.RuntimeTypeAdapterFactory.T",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Public Generic Method,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.RuntimeTypeAdapterFactory.create(Gson,TypeToken<R>)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,55,,,,3,,,,52,,,17,37,2,,,,8,3,0,24,36,17,,,19,,,3,3,3,1,1,,,,,0,,0,0,,,0.04,3,3,3,1
Anonymous Class,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.RuntimeTypeAdapterFactory.create.(Anon_1)",3,3,3,1,18,0,18,1,1,8,8,0,,0,0,,,,2,0,,,,2,11,0,0,0,2,,38,,,,1,,,,37,,,11,28,2,,,,,,,17,25,12,,,13,,,,,,,,4,4,4,1,,2,2,,0,0,0.05,7,7,7,2
Public Method,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.RuntimeTypeAdapterFactory.create.(Anon_1).read(JsonReader)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,,,,0,,,,16,,,5,12,1,,,,8,4,1,7,10,5,,,5,,,3,3,3,1,0,,,,,0,,1,0,,,0.06,3,3,3,1
Public Method,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.RuntimeTypeAdapterFactory.create.(Anon_1).write(JsonWriter,R)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,,,,0,,,,20,,,6,15,1,,,,13,6,1,10,15,7,,,8,,,4,4,4,1,0,,,,,0,,2,0,,,0.05,4,4,4,1
TypeVariable,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.RuntimeTypeAdapterFactory.create.R",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Public Static Generic Method,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.RuntimeTypeAdapterFactory.of(Class<T>)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Static Generic Method,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.RuntimeTypeAdapterFactory.of(Class<T>,String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
TypeVariable,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.RuntimeTypeAdapterFactory.of.T",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
TypeVariable,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.RuntimeTypeAdapterFactory.of.T",0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Public Method,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.RuntimeTypeAdapterFactory.registerSubtype(Class<? extends T>)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,0,,,,3,,,1,1,7,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Method,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.RuntimeTypeAdapterFactory.registerSubtype(Class<? extends T>,String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,18,,,,0,,,,11,,,1,7,7,,,,3,4,1,5,8,1,,,7,,,3,3,5,1,0,,,,,0,,1,0,,,0.64,3,3,5,1
Static Class,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.Shape",1,1,1,1,1,0,1,0,1,1,1,2,,0,0,,,,1,1,,,,1,1,1,0,0,0,,11,,,,0,,,,11,,,5,4,0,,,,,,,5,9,5,,,4,,,,,,,,1,1,1,1,,1,0,,0,0,0.00,1,1,1,1
Private Static Class,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.Shape.JsonAdapterFactory",1,1,1,1,5,0,5,0,1,4,4,0,,0,0,,,,1,0,,,,1,7,0,0,0,1,,7,,,,0,,,,7,,,2,3,0,,,,,,,3,5,2,,,3,,,,,,,,1,1,1,1,,2,0,,0,0,0.00,1,1,1,1
Public Constructor,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.Shape.JsonAdapterFactory.JsonAdapterFactory()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,1,3,0,,,,4,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Constructor,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.Shape.Shape(ShapeType)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,0,,,,1,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Enum Type,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.ShapeType",1,1,1,1,0,0,0,0,1,0,0,0,,0,0,,,,2,2,,,,2,2,0,0,0,2,,3,,,,0,,,,3,,,2,0,0,,,,,,,0,1,1,,,0,,,,,,,,1,1,1,1,,1,0,,,,0.00,2,2,2,2
Public Method,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.ShapeType.valueOf()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,0,0,0,,,,1,0,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.ShapeType.values()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,0,0,0,,,,1,0,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Static Class,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.Square",1,1,1,1,1,0,1,0,1,1,1,0,,0,0,,,,1,1,,,,1,2,1,0,0,0,,4,,,,0,,,,4,,,3,1,0,,,,,,,3,5,3,,,2,,,,,,,,1,1,1,1,,2,0,,0,0,0.00,1,1,1,1
Constructor,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.Square.Square(int)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,0,,,,1,,,1,1,0,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest.testSubclassesAutomaticallySerialized()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,,,,1,,,,11,,,3,9,4,,,,5,1,0,9,10,3,,,7,,,1,1,1,1,0,,,,,0,,0,0,,,0.36,1,1,1,1
Public Class,"com.google.gson.functional.SecurityTest",1,1,1,1,7,0,5,1,1,3,3,0,,0,1,,,,6,1,,,,6,6,0,0,1,5,,62,,,,7,,,,38,,,23,22,17,,,,,,,23,30,22,,,8,,,,,,,,1,1,1,1,,2,0,,0,0,0.45,6,6,6,6
Protected Method,"com.google.gson.functional.SecurityTest.setUp()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,1,2,0,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.SecurityTest.testJsonWithNonExectuableTokenSerialization()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,5,,,3,3,0,,,,5,1,0,3,4,3,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.SecurityTest.testJsonWithNonExectuableTokenWithConfiguredGsonDeserialization()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,,,,0,,,,7,,,4,5,5,,,,4,1,0,5,6,4,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.71,1,1,1,1
Public Method,"com.google.gson.functional.SecurityTest.testJsonWithNonExectuableTokenWithRegularGsonDeserialization()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,0,,,,6,,,4,4,4,,,,3,1,0,4,5,4,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.67,1,1,1,1
Public Method,"com.google.gson.functional.SecurityTest.testNonExecutableJsonDeserialization()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,0,,,,6,,,4,4,0,,,,3,1,0,4,5,4,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.gson.functional.SecurityTest.testNonExecutableJsonSerialization()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,5,,,3,3,0,,,,6,1,0,3,4,3,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"com.google.gson.functional.SerializedNameTest",1,1,1,1,5,0,4,1,1,2,2,0,,0,0,,,,3,1,,,,3,3,0,0,0,3,,32,,,,5,,,,24,,,10,10,3,,,,,,,12,18,10,,,8,,,,,,,,1,1,1,1,,2,0,,0,0,0.13,3,3,3,3
